"","obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","meas.type"
"381",381,1663345520.5,7554.40000009537,2022-09-16 11:25:20,11:25:20,5,"112","gibson",1663345512.5,0.00616028690095567,6.16028690095567,18.8775229999935,394.526202034889,281.558106626601,25.5297960647776,35.772983420149,0.312815205192471,2.75753969759697,0.294353442735823,0.185538753924591,241.745362859084,28.1987137882124,27.8883516129032,3.77021015662302,49.7888571283894,1.93225308050301,3.88089462571988,1.83795707612001,-271.668652332145,73.863227631608,5.84668091959234,49.7866190781388,18.8850826104886,6.17626144205315,18.8775229999935,426.106304039125,403.108703030303,0.00506515729140749,67.0089147756574,6.16028690095567,14.05628181033,21.2969564705882,-0.00092685049455515,99.8751424781058,12,2,1,0,47685,1500.00387096774,1261.21814542256,0.840809927116301,0.161163159334462,6,0.5,"0: Broadleaf",2,TRUE,1663345512.5,394.526225806452,420.109096774193,21.3100612903226,14.0574129032258,394.193032258064,21.1246612903226,500.063806451613,90.5733129032258,0.0999636387096774,28.3851967741935,27.8883516129032,999.9,0,0,9992.09935483871,0,181.66864516129,-25.5828741935484,403.116612903226,426.098967741935,7.25264741935484,420.109096774193,14.0574129032258,1.93012290322581,1.27322548387097,16.8824548387097,10.4864741935484,1500.00387096774,0.973002967741936,0.0269968967741935,0,2.51223548387097,0,14474.2387096774,12499.8,44.756,47,46,45.558,44.5,1459.50709677419,40.4964516129032,0,1663345520.7,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-25.5621975609756,-0.281638327526133,0.0744873323255572,0,7.25728926829268,-0.117756585365854,0.0157460114020777,0,0,2,"0/2",2.82587,2.71029,0.0862043,0.0903917,0.0936256,0.0693272,25314.8,22112.3,24807.7,23692.5,38443.5,36526.4,44921.6,42302.5,1.71957,1.7928,0.00485033,0,27.7976,999.9,48.517,33.405,27.6838,55.1255,43.9062,1,0.316639,2.48497,20.226,5.23256,11.992,4.9557,3.30393,9999,9999,541.2,9999,1.86827,1.86401,1.8715,1.86249,1.86188,1.86829,1.85851,1.86479,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.334,0.1848,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722425.3,27722425.3,1.04004,2.38525,1.44775,2.30591,1.44409,2.38159,37.3858,15.0076,18,417.689,448.436,24.9999,31.5012,30.0003,31.3563,31.3316,20.8644,63.5799,0,25,413.369,14.1184,95.019,99.4233,"post_heatwave"
"382",382,1663345525.5,7559.40000009537,2022-09-16 11:25:25,11:25:25,5,"112","gibson",1663345517.65517,0.00616397123999419,6.16397123999419,18.9553513267624,394.497596754685,281.202493904335,25.4976806414918,35.7705708659503,0.313078669248707,2.75860441149738,0.29459346676033,0.185690720607693,241.743296237714,28.1974758131232,27.8826137931034,3.76894817615941,49.7666040030896,1.93135807679365,3.88083156462464,1.83759009936575,-271.831131683744,74.7035136767713,5.91073484308611,50.5264130738276,18.782548979848,6.16811701841185,18.9553513267624,426.130101602312,403.065787878788,-0.00076365621490518,67.0089147756574,6.16397123999419,14.0564145301619,21.2937488235294,0.00014900282704907,99.8751424781058,12,2,1,0,47525,1499.99137931034,1261.20761463094,0.840809908661481,0.161163123716658,6,0.5,"0: Broadleaf",2,TRUE,1663345517.65517,394.497620689655,419.953655172414,21.3000827586207,14.0568517241379,394.164517241379,21.1150931034483,500.058793103448,90.5737689655172,0.0999668448275862,28.3849172413793,27.8826137931034,999.9,0,0,9998.34413793103,0,212.157206896552,-25.4559620689655,403.083344827586,425.941,7.24323344827586,419.953655172414,14.0568517241379,1.92922862068965,1.27318068965517,16.8751482758621,10.4859413793103,1499.99137931034,0.973003034482759,0.0269968344827586,0,2.47791379310345,0,14627.3068965517,12499.7,44.7649655172414,47,46,45.557724137931,44.5,1459.49517241379,40.4951724137931,0,1663345525.5,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-25.5527707317073,0.311912195121905,0.125838916086812,0,7.25152707317073,-0.12824048780487,0.0136131144164955,0,0,2,"0/2",2.82598,2.71039,0.0861871,0.0899992,0.0936189,0.0693333,25315.2,22121.6,24807.7,23692.3,38443.5,36525.7,44921.3,42302,1.71952,1.79263,0.00484288,0,27.7957,999.9,48.517,33.405,27.6845,55.4055,43.5256,1,0.316814,2.48397,20.2272,5.23226,11.992,4.95565,3.30393,9999,9999,541.2,9999,1.86827,1.86401,1.87149,1.86249,1.86188,1.86829,1.85851,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.333,0.1848,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722425.4,27722425.4,1.01318,2.39136,1.44775,2.30713,1.44409,2.36816,37.4098,14.9989,18,417.68,448.352,24.9998,31.504,30.0003,31.3591,31.3351,20.322,63.5799,0,25,399.903,14.1206,95.0184,99.4223,"post_heatwave"
"383",383,1663345530.5,7564.40000009537,2022-09-16 11:25:30,11:25:30,5,"112","gibson",1663345522.73214,0.00615830609468701,6.15830609468701,18.6130277115516,394.089262338475,282.563180218674,25.6211636539298,35.7336914059945,0.312864871249451,2.76020520822755,0.294414136803765,0.185575820011428,241.743968103245,28.1967615872814,27.8780642857143,3.76794781601894,49.7618075320624,1.93090540350073,3.88029595238601,1.83704241251821,-271.581298775697,75.0705396705355,5.93612538039685,51.1693343784807,16.8722942616156,6.16358669179898,18.6130277115516,419.536618507771,400.162521212121,-0.676860351981666,67.0089147756574,6.15830609468701,14.058040739352,21.2899841176471,-4.10906381159863e-05,99.8751424781058,12,2,1,0,47738,1499.99642857143,1261.21178658199,0.840809859649565,0.161163029123662,6,0.5,"0: Broadleaf",2,TRUE,1663345522.73214,394.089285714286,417.247678571429,21.2950035714286,14.0571928571429,393.756214285714,21.1102214285714,500.068321428571,90.5741464285714,0.0999592142857143,28.3825428571429,27.8780642857143,999.9,0,0,10007.7714285714,0,215.347892857143,-23.1583642857143,402.663964285714,423.196571428571,7.2378075,417.247678571429,14.0571928571429,1.92877678571429,1.27321714285714,16.8714535714286,10.486375,1499.99642857143,0.973002857142857,0.026997,0,2.46775714285714,0,14608.1392857143,12499.7535714286,44.7832142857143,47.0066428571429,46,45.5575714285714,44.5,1459.5025,40.4928571428571,0,1663345530.9,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-23.8595073170732,23.9801790940767,3.16799843614385,0,7.24137609756098,-0.0625774912892058,0.006613062047873,1,1,2,"1/2",2.82571,2.71042,0.0856204,0.0878344,0.0936037,0.0693315,25330.3,22173.9,24807.1,23692,38443.5,36525.5,44920.6,42301.7,1.71938,1.7927,0.00466406,0,27.7929,999.9,48.517,33.405,27.6812,55.1155,44.0264,1,0.317124,2.48293,20.2231,5.23256,11.992,4.9557,3.30385,9999,9999,541.2,9999,1.86827,1.864,1.87149,1.86249,1.86188,1.86829,1.85851,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.333,0.1845,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722425.5,27722425.5,0.982666,2.38647,1.44775,2.30591,1.44409,2.39502,37.3858,15.0076,18,417.612,448.414,24.9997,31.5067,30.0003,31.3618,31.3371,19.731,63.5799,0,25,379.805,14.1236,95.0168,99.4213,"post_heatwave"
"384",384,1663345535.5,7569.40000009537,2022-09-16 11:25:35,11:25:35,5,"112","gibson",1663345528,0.00615796207576969,6.15796207576969,18.0297565008872,391.578829235845,283.299225901032,25.6880048390312,35.506199596135,0.313075391052721,2.76232285842524,0.294613871673758,0.185701578286751,241.745683046661,28.1928700218801,27.8710962962963,3.76641612149125,49.7683538549202,1.93069605297442,3.87936490445836,1.83572006851683,-271.566127541443,75.5510659475927,5.96921272688384,51.6998341796945,12.3605269960583,6.15970497535011,18.0297565008872,404.505448296577,391.499060606061,-1.84559767712805,67.0089147756574,6.15796207576969,14.0582111927104,21.2903091176471,-8.49248035651953e-05,99.8751424781058,13,3,1,0,47736,1500.00740740741,1261.22098948877,0.840809840845152,0.161162992831143,6,0.5,"0: Broadleaf",2,TRUE,1663345528,391.578851851852,409.304074074074,21.2926111111111,14.0590962962963,391.246148148148,21.1079333333333,500.051407407407,90.5745222222222,0.0999395851851852,28.3784148148148,27.8710962962963,999.9,0,0,10020.2640740741,0,214.126148148148,-17.7252151851852,400.098,415.140555555556,7.23350222222222,409.304074074074,14.0590962962963,1.92856777777778,1.27339592592593,16.8697444444444,10.4884740740741,1500.00740740741,0.973002666666667,0.0269971777777778,0,2.47737037037037,0,14587.9296296296,12499.8333333333,44.7982222222222,47.0091851851852,46,45.562,44.5,1459.51444444444,40.4922222222222,0,1663345535.7,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-20.9596797560976,54.3190511498258,5.97651578798399,0,7.23703,-0.0443128222996675,0.00457482240092437,1,1,2,"1/2",2.82589,2.71043,0.0840891,0.0851467,0.0936017,0.0694037,25372.4,22238.6,24806.8,23691.3,38443.2,36521.7,44920.1,42300.7,1.71935,1.7925,0.00483543,0,27.7877,999.9,48.541,33.405,27.6975,54.3155,43.5096,1,0.317299,2.48143,20.2265,5.23212,11.992,4.95545,3.30363,9999,9999,541.2,9999,1.86826,1.86399,1.87149,1.86249,1.86188,1.86829,1.85848,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.331,0.1846,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722425.6,27722425.6,0.948486,2.3877,1.44897,2.30713,1.44409,2.38281,37.3858,14.9989,18,417.614,448.309,24.9997,31.5096,30.0002,31.3645,31.3399,19.0339,63.3026,0,25,366.307,14.1281,95.0158,99.4189,"post_heatwave"
"385",385,1663345540.5,7574.40000009537,2022-09-16 11:25:40,11:25:40,5,"112","gibson",1663345532.71429,0.00615768969235303,6.15768969235304,17.559597072537,385.758692141301,280.222262762348,25.4091821575666,34.9787086181504,0.313295369900232,2.75871196701578,0.294786056838846,0.185813081024178,241.746531428571,28.1881846922441,27.8656964285714,3.76522950312836,49.7799535591723,1.93063645292299,3.87834120943502,1.83459305020537,-271.554115432769,75.5802197336119,5.97903625016188,51.7516719795762,6.96169088442758,6.14911699222571,17.559597072537,387.962170145554,378.987939393939,-2.56016692393871,67.0089147756574,6.15768969235304,14.068437212868,21.3004652941176,-0.00016930595753814,99.8751424781058,12,2,1,0,47583,1500.0125,1261.22528571429,0.840809850394104,0.16116301126062,6,0.5,"0: Broadleaf",2,TRUE,1663345532.71429,385.758714285714,396.957642857143,21.2918035714286,14.071,385.427035714286,21.1071607142857,500.071035714286,90.575,0.100101639285714,28.373875,27.8656964285714,999.9,0,0,9998.84428571428,0,213.112107142857,-11.1989575,394.150857142857,402.62275,7.22078892857143,396.957642857143,14.071,1.92850428571429,1.27448178571429,16.8692321428571,10.5012357142857,1500.0125,0.973002642857143,0.0269972,0,2.492825,0,14559.975,12499.875,44.8075714285714,47.0110714285714,46.0066428571428,45.56425,44.5,1459.51964285714,40.4928571428571,0,1663345541.1,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-14.8851019512195,83.1099834146341,8.30007514080275,0,7.22565463414634,-0.140547595818802,0.0156417289134781,0,0,2,"0/2",2.82583,2.71001,0.0819303,0.08233,0.0936428,0.0694828,25432.1,22307.2,24806.7,23691.4,38441.3,36518.7,44920,42300.9,1.71942,1.79245,0.00418723,0,27.7818,999.9,48.517,33.385,27.6531,55.1955,43.8742,1,0.317396,2.47952,20.2266,5.23212,11.992,4.95555,3.3038,9999,9999,541.2,9999,1.86826,1.864,1.87149,1.86249,1.86188,1.86829,1.85849,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.329,0.1851,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722425.7,27722425.7,0.916748,2.38647,1.44775,2.30591,1.44409,2.40234,37.4098,14.9989,18,417.675,448.298,24.9996,31.5117,30.0003,31.3673,31.3426,18.4024,63.3026,0,25,346.23,14.123,95.0154,99.4193,"post_heatwave"
"386",386,1663345545.5,7579.40000009537,2022-09-16 11:25:45,11:25:45,5,"112","gibson",1663345538,0.00616912315502707,6.16912315502708,16.7094158318323,375.240941807955,274.856430434815,24.9227765799903,34.0252041458522,0.314398357480205,2.75757766643435,0.295755469264692,0.186429967650392,241.747632555556,28.1785507714601,27.8557592592593,3.76304666733893,49.8090272284782,1.93104239326242,3.87689240427154,1.83200427407652,-272.058331136694,76.0710100937903,6.01984663360717,51.7801581462589,1.79865681265529,6.140270918083,16.7094158318323,371.21921972495,364.75783030303,-2.86553165665746,67.0089147756574,6.16912315502708,14.0991531493034,21.3057308823529,0.00525896657543063,99.8751424781058,12,2,1,0,47429,1500.01962962963,1261.23125555556,0.840809833846619,0.161162979323974,6,0.5,"0: Broadleaf",2,TRUE,1663345538,375.240962962963,380.163777777778,21.2961592592593,14.0854407407407,374.911037037037,21.1113444444444,500.047814814815,90.575637037037,0.0999805592592593,28.3674481481481,27.8557592592593,999.9,0,0,9992.06740740741,0,213.060222222222,-4.92284445555555,383.405962962963,385.594851851852,7.21071111111111,380.163777777778,14.0854407407407,1.92891259259259,1.27579925925926,16.8725703703704,10.5167222222222,1500.01962962963,0.973003555555556,0.0269963481481481,0,2.51138888888889,0,14520.6925925926,12499.9222222222,44.812,47.0160740740741,46.0068888888889,45.5643333333333,44.5,1459.52740740741,40.4922222222222,0,1663345545.9,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-9.205387125,73.4422609193246,7.25230914334267,0,7.217783,-0.138422589118206,0.0153488301182859,0,0,2,"0/2",2.82587,2.71004,0.0794568,0.0794057,0.0936552,0.069487,25500.4,22378.2,24806.5,23691.4,38440.2,36518.3,44919.4,42300.7,1.71935,1.7923,0.00474602,0,27.7731,999.9,48.517,33.415,27.702,55.2355,43.5337,1,0.317591,2.47746,20.2266,5.23212,11.992,4.95545,3.30368,9999,9999,541.2,9999,1.86828,1.86401,1.87149,1.86249,1.86188,1.86829,1.85849,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.326,0.1853,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722425.8,27722425.8,0.881348,2.40601,1.44775,2.30591,1.44409,2.34253,37.4098,14.9989,18,417.645,448.222,24.9995,31.5131,30.0003,31.3693,31.3449,17.6928,63.3026,0,25,332.732,14.123,95.0145,99.419,"post_heatwave"
"387",387,1663345550.5,7584.40000009537,2022-09-16 11:25:50,11:25:50,5,"112","gibson",1663345542.71429,0.00614293063445994,6.14293063445995,16.1099368148149,362.993943965765,265.862842733271,24.1072989424992,32.9147293827698,0.313197786427781,2.75437288222195,0.294672345491761,0.185743272708105,241.749967071429,28.1788118540636,27.8535392857143,3.76255917055815,49.8436827256382,1.93162716113442,3.87537006799228,1.83093200942373,-270.903240979684,75.3091360664076,5.96622332074544,52.1220854788979,-0.919990229613861,6.13599162804861,16.1099368148149,354.215339341178,349.469006060606,-3.06901255898072,67.0089147756574,6.14293063445995,14.1008303706956,21.3142423529412,1.0465334294129e-05,99.8751424781058,12,2,1,0,47697,1500.03428571429,1261.24356428571,0.840809824346872,0.161162960989463,6,0.5,"0: Broadleaf",2,TRUE,1663345542.71429,362.993964285714,364.562571428571,21.3025892857143,14.0971642857143,362.666214285714,21.1175107142857,500.063142857143,90.5756821428572,0.100016253571429,28.3606928571429,27.8535392857143,999.9,0,0,9973.12821428571,0,213.870178571429,-1.56857790357143,370.894964285714,369.775321428571,7.2054225,364.562571428571,14.0971642857143,1.92949642857143,1.27686142857143,16.8773321428571,10.5292107142857,1500.03428571429,0.973004142857143,0.0269958,0,2.49338571428571,0,14483.8321428571,12500.0535714286,44.812,47.0243571428571,46.0066428571429,45.57325,44.5132857142857,1459.54214285714,40.4921428571429,0,1663345550.7,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-4.74761559268293,49.8020962452961,5.08185637656627,0,7.21236073170732,-0.0819794425087198,0.0126005012270117,1,1,2,"1/2",2.82564,2.70988,0.0767833,0.0764382,0.0936775,0.0694785,25573.9,22450.3,24806,23691.3,38438.9,36518.5,44919.1,42300.6,1.71928,1.79223,0.00476092,0,27.7642,999.9,48.517,33.405,27.6834,55.1555,44.0064,1,0.317919,2.47464,20.2285,5.23271,11.992,4.9555,3.30385,9999,9999,541.2,9999,1.86829,1.86401,1.87149,1.86249,1.86188,1.86829,1.85851,1.86479,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.324,0.1856,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722425.8,27722425.8,0.849609,2.39258,1.44775,2.30713,1.44409,2.39868,37.4098,14.9989,18,417.611,448.195,24.9994,31.5158,30.0003,31.3707,31.3476,17.0572,63.3026,0,25,319.342,14.123,95.0132,99.4187,"post_heatwave"
"388",388,1663345555.5,7589.40000009537,2022-09-16 11:25:55,11:25:55,5,"112","gibson",1663345548,0.00614774811306882,6.14774811306882,15.2941921891495,347.852017796969,255.708889027768,23.1864614202384,31.5415604880504,0.313850616751558,2.75639378086655,0.295263097825499,0.186117647959755,241.747036222222,28.1718656332339,27.8466111111111,3.76103812709101,49.8786226803669,1.93233777180177,3.87408005266025,1.82870035528925,-271.115691786335,75.5430088852464,5.97998665582465,52.1543399769583,-2.88610814276109,6.14064370222843,15.2941921891495,337.233391995567,333.822012121212,-3.13966653130124,67.0089147756574,6.14774811306882,14.0987299073845,21.3163176470588,0.00024292480381721,99.8751424781058,13,3,1,0,47766,1500.0162962963,1261.22842222222,0.840809813424249,0.161162939908801,6,0.5,"0: Broadleaf",2,TRUE,1663345548,347.852037037037,346.952037037037,21.310537037037,14.0994962962963,347.526703703704,21.1251407407407,500.048481481481,90.5753925925926,0.0998338666666667,28.3549666666667,27.8466111111111,999.9,0,0,9985.09740740741,0,215.101592592593,0.900029581481481,355.426444444444,351.913888888889,7.21104592592593,346.952037037037,14.0994962962963,1.93021111111111,1.27706777777778,16.8831666666667,10.5316444444444,1500.0162962963,0.973004444444445,0.0269955185185185,0,2.4956962962963,0,14424.6814814815,12499.8962962963,44.812,47.0436296296296,46,45.5923333333333,44.5344444444444,1459.52518518519,40.4911111111111,0,1663345555.5,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-1.18259803170732,30.9957600710801,3.12750673772897,0,7.20846414634146,0.0339777700348589,0.00734133701374052,1,1,2,"1/2",2.82594,2.7102,0.073984,0.0734453,0.0936835,0.0694743,25651.3,22522.7,24805.9,23691,38438.3,36518,44918.8,42299.9,1.71922,1.79218,0.00551715,0,27.7552,999.9,48.517,33.405,27.6845,55.1055,43.5377,1,0.317967,2.47289,20.2246,5.23271,11.992,4.9556,3.30385,9999,9999,541.2,9999,1.86829,1.86401,1.87149,1.86249,1.86188,1.86829,1.85851,1.86479,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.321,0.1857,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722425.9,27722425.9,0.81543,2.40479,1.44775,2.30591,1.44409,2.3584,37.4098,14.9989,18,417.597,448.182,24.9995,31.5179,30.0002,31.3728,31.3501,16.3448,63.3026,0,25,298.975,14.123,95.0127,99.4171,"post_heatwave"
"389",389,1663345560.5,7594.40000009537,2022-09-16 11:26:00,11:26:00,5,"112","gibson",1663345552.71429,0.00614921049502413,6.14921049502413,14.5731717760397,333.677553018521,245.845548725755,22.2920728120386,30.2562496908552,0.314002189772171,2.75771083020406,0.2954056047723,0.186207484133027,241.748879035714,28.1696714644979,27.84605,3.76091496165356,49.8925749099126,1.93266651338373,3.8736555827664,1.82824844826983,-271.180182830564,75.3823478806279,5.9643461418349,51.9153902276127,-3.94875875258985,6.14477408119404,14.5731717760397,321.025927974034,318.278509090909,-3.09554076018185,67.0089147756574,6.14921049502413,14.0986328260687,21.3199226470588,-4.46798130716408e-05,99.8751424781058,12,2,1,0,47529,1500.02785714286,1261.23813214286,0.84080980638931,0.161162926331368,6,0.5,"0: Broadleaf",2,TRUE,1663345552.71429,333.677571428571,331.39975,21.3141892857143,14.0983892857143,333.354535714286,21.1286321428571,500.052928571429,90.5751964285714,0.0999161678571429,28.3530821428571,27.84605,999.9,0,0,9992.90321428571,0,215.462642857143,2.27790263214286,340.944607142857,336.138785714286,7.21579892857143,331.39975,14.0983892857143,1.93053714285714,1.27696428571429,16.8858321428571,10.5304357142857,1500.02785714286,0.973004571428572,0.0269954,0,2.48619642857143,0,14315.5035714286,12499.9928571429,44.812,47.0420714285714,46,45.6115,44.5354285714286,1459.53678571429,40.4910714285714,0,1663345560.9,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,0.988245870731707,19.9589192278746,2.02413093029296,0,7.21173097560976,0.065429895470403,0.00662834482700978,1,1,2,"1/2",2.82573,2.71023,0.0711673,0.0703908,0.0937019,0.0694652,25729.2,22596.9,24805.7,23691,38437.4,36518.2,44918.7,42299.8,1.71945,1.79185,0.00535324,0,27.7497,999.9,48.517,33.405,27.6837,55.2055,44.0385,1,0.318013,2.47265,20.2277,5.23316,11.992,4.95575,3.30393,9999,9999,541.2,9999,1.86829,1.86401,1.87149,1.86249,1.86188,1.86829,1.85851,1.86479,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.32,0.186,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722426,27722426,0.782471,2.39136,1.44775,2.30713,1.44409,2.41821,37.4098,14.9989,18,417.743,447.994,24.9998,31.5192,30.0002,31.3755,31.3522,15.7011,63.3026,0,25,285.486,14.123,95.0123,99.417,"post_heatwave"
"390",390,1663345565.5,7599.40000009537,2022-09-16 11:26:05,11:26:05,5,"112","gibson",1663345558,0.00615665075727778,6.15665075727779,13.592084296609,317.55650140703,235.585150390358,21.3615482726813,28.7942534700086,0.314662806284305,2.76012321440471,0.296005668080292,0.186587558843676,241.746896555556,28.1708050409309,27.8411074074074,3.75983020095969,49.8946291831293,1.9330877508784,3.8743403499069,1.82674245008129,-271.50829839595,76.6361423087058,6.05819102973544,52.9329314980464,-4.955514723245,6.15068486937887,13.592084296609,303.743246262876,302.508018181818,-3.16129855383218,67.0089147756574,6.15665075727779,14.0957161431748,21.32293,0.00033150202652562,99.8751424781058,13,3,1,0,47625,1500.01555555556,1261.22778888889,0.840809806416822,0.161162926384467,6,0.5,"0: Broadleaf",2,TRUE,1663345558,317.556518518518,313.954148148148,21.3189962962963,14.0963666666667,317.235925925926,21.133237037037,500.058185185185,90.5745185185185,0.0999074259259259,28.3561222222222,27.8411074074074,999.9,0,0,10007.2451851852,0,214.43837037037,3.60243481481482,324.473962962963,318.443074074074,7.22262814814815,313.954148148148,14.0963666666667,1.93095740740741,1.27677185185185,16.8892740740741,10.5281740740741,1500.01555555556,0.973004444444445,0.0269955185185185,0,2.53231481481481,0,14148.6962962963,12499.8888888889,44.812,47.0482222222222,46,45.625,44.5367407407407,1459.52481481482,40.4907407407407,0,1663345565.7,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,2.59930055365854,15.3909550745645,1.53549799645001,0,7.21782536585366,0.0765926132404233,0.00769774154321584,1,1,2,"1/2",2.82595,2.7103,0.0682518,0.0673997,0.0937023,0.0694535,25809.8,22669.5,24805.6,23690.9,38436.9,36518.3,44918.2,42299.5,1.71928,1.79188,0.00564754,0,27.7461,999.9,48.492,33.415,27.684,55.0955,43.5337,1,0.318328,2.47506,20.2243,5.23241,11.992,4.95545,3.30373,9999,9999,541.2,9999,1.86828,1.86401,1.87149,1.86249,1.86188,1.8683,1.85849,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.318,0.1859,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722426.1,27722426.1,0.748291,2.41333,1.44897,2.30591,1.44409,2.35962,37.4098,14.9901,18,417.66,448.02,25.0001,31.5214,30.0004,31.3782,31.3536,15.008,63.3026,0,25,265.25,14.123,95.0116,99.4164,"post_heatwave"
